s,p,o
https://www.foom.com/core#proof,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#proof,http://www.w3.org/2000/01/rdf-schema#label,Proof
https://www.foom.com/core#proof,http://www.w3.org/2004/02/skos/core#prefLabel,Proof
https://www.foom.com/core#proposition,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#proposition,http://www.w3.org/2000/01/rdf-schema#label,Proposition
https://www.foom.com/core#proposition,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition
https://www.foom.com/core#proposition_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#proposition_type,http://www.w3.org/2000/01/rdf-schema#subClassOf,https://www.foom.com/core#enumeration
https://www.foom.com/core#proposition_type,http://www.w3.org/2000/01/rdf-schema#label,Proposition type
https://www.foom.com/core#proposition_type,http://www.w3.org/2004/02/skos/core#prefLabel,Proposition type
https://www.foom.com/core#relation_instance,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#relation_instance,http://www.w3.org/2000/01/rdf-schema#label,Relation instance
https://www.foom.com/core#relation_instance,http://www.w3.org/2004/02/skos/core#prefLabel,Relation instance
https://www.foom.com/core#relation_type,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#relation_type,http://www.w3.org/2000/01/rdf-schema#label,Relation type
https://www.foom.com/core#relation_type,http://www.w3.org/2004/02/skos/core#prefLabel,Relation type
https://www.foom.com/core#set,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#set,http://www.w3.org/2000/01/rdf-schema#label,Set
https://www.foom.com/core#set,http://www.w3.org/2004/02/skos/core#prefLabel,Set
https://www.foom.com/core#statement,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
https://www.foom.com/core#statement,http://www.w3.org/2000/01/rdf-schema#label,Statement
https://www.foom.com/core#statement,http://www.w3.org/2004/02/skos/core#prefLabel,Statement
https://www.foom.com/core#_equals_x__y____equals_v__w____equals_subtract_x__v___subtract_y__w__,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#_equals_x__y____equals_v__w____equals_subtract_x__v___subtract_y__w__,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#statement
https://www.foom.com/core#_equals_x__y____equals_v__w____equals_subtract_x__v___subtract_y__w__,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__equals
https://www.foom.com/core#_equals_x__y____equals_v__w____equals_subtract_x__v___subtract_y__w__,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__subtract
https://www.foom.com/core#_equals_x__y____equals_v__w____equals_subtract_x__v___subtract_y__w__,https://www.foom.com/core#is_used_in,https://www.foom.com/core#proof_aristotle
https://www.foom.com/core#_equals_x__y____equals_v__w____equals_subtract_x__v___subtract_y__w__,http://www.w3.org/2000/01/rdf-schema#label,"(equals(x, y) & equals(v, w)) -> equals(subtract(x, v), subtract(y, w))"
https://www.foom.com/core#_equals_x__y____equals_v__w____equals_subtract_x__v___subtract_y__w__,http://www.w3.org/2004/02/skos/core#prefLabel,"(equals(x, y) & equals(v, w)) -> equals(subtract(x, v), subtract(y, w))"
https://www.foom.com/core#aristotle,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#aristotle,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#author
https://www.foom.com/core#aristotle,http://www.w3.org/2000/01/rdf-schema#label,Author: Aristotle
https://www.foom.com/core#aristotle,http://www.w3.org/2004/02/skos/core#prefLabel,Aristotle
https://www.foom.com/core#common_notion_1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#common_notion_1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#common_notion
https://www.foom.com/core#common_notion_1,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__and
https://www.foom.com/core#common_notion_1,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__equals
https://www.foom.com/core#common_notion_1,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__if_then
https://www.foom.com/core#common_notion_1,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__thing
https://www.foom.com/core#common_notion_1,https://www.foom.com/core#has_statement,https://www.foom.com/core#statement__equals_x__z____equals_y__z___equals_x__y_
https://www.foom.com/core#common_notion_1,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#common_notion_1,http://www.w3.org/2000/01/rdf-schema#label,Common notion 1
https://www.foom.com/core#common_notion_1,http://www.w3.org/2004/02/skos/core#prefLabel,Common notion 1
https://www.foom.com/core#common_notion_2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#common_notion_2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#common_notion
https://www.foom.com/core#common_notion_2,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__and
https://www.foom.com/core#common_notion_2,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__equals
https://www.foom.com/core#common_notion_2,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__if_then
https://www.foom.com/core#common_notion_2,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__sum
https://www.foom.com/core#common_notion_2,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__thing
https://www.foom.com/core#common_notion_2,https://www.foom.com/core#has_statement,https://www.foom.com/core#statement___equals_x__y____equals_v__w____equals_sum_x__v___sum_y__w__
https://www.foom.com/core#common_notion_2,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#common_notion_2,http://www.w3.org/2000/01/rdf-schema#label,Common notion 2
https://www.foom.com/core#common_notion_2,http://www.w3.org/2004/02/skos/core#prefLabel,Common notion 2
https://www.foom.com/core#common_notion_3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#common_notion_3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#common_notion
https://www.foom.com/core#common_notion_3,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__and
https://www.foom.com/core#common_notion_3,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__equals
https://www.foom.com/core#common_notion_3,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__if_then
https://www.foom.com/core#common_notion_3,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__subtract
https://www.foom.com/core#common_notion_3,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__thing
https://www.foom.com/core#common_notion_3,https://www.foom.com/core#has_statement,https://www.foom.com/core#statement___equals_x__y____equals_v__w____equals_subtract_x__v___subtract_y__w__
https://www.foom.com/core#common_notion_3,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#common_notion_3,http://www.w3.org/2000/01/rdf-schema#label,Common notion 3
https://www.foom.com/core#common_notion_3,http://www.w3.org/2004/02/skos/core#prefLabel,Common notion 3
https://www.foom.com/core#common_notion_7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#common_notion_7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#common_notion
https://www.foom.com/core#common_notion_7,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__congruent
https://www.foom.com/core#common_notion_7,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__equals
https://www.foom.com/core#common_notion_7,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__if_then
https://www.foom.com/core#common_notion_7,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__thing
https://www.foom.com/core#common_notion_7,https://www.foom.com/core#has_statement,https://www.foom.com/core#statement__congruent_x__y___equals_x__y_
https://www.foom.com/core#common_notion_7,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#common_notion_7,http://www.w3.org/2000/01/rdf-schema#label,Common notion 7
https://www.foom.com/core#common_notion_7,http://www.w3.org/2004/02/skos/core#prefLabel,Common notion 7
https://www.foom.com/core#common_notion_8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#common_notion_8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#common_notion
https://www.foom.com/core#common_notion_8,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__greater_than
https://www.foom.com/core#common_notion_8,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__is_part_of
https://www.foom.com/core#common_notion_8,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__part
https://www.foom.com/core#common_notion_8,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__whole
https://www.foom.com/core#common_notion_8,https://www.foom.com/core#has_statement,https://www.foom.com/core#statement__greater_than_whole__part____is_part_of_part__whole_
https://www.foom.com/core#common_notion_8,https://www.foom.com/core#is_in,https://www.foom.com/core#document__elements_book_1
https://www.foom.com/core#common_notion_8,http://www.w3.org/2000/01/rdf-schema#label,Common notion 8
https://www.foom.com/core#common_notion_8,http://www.w3.org/2004/02/skos/core#prefLabel,Common notion 8
https://www.foom.com/core#concept__3_sides_of_equal_length,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#concept__3_sides_of_equal_length,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#concept
https://www.foom.com/core#concept__3_sides_of_equal_length,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__equals
https://www.foom.com/core#concept__3_sides_of_equal_length,https://www.foom.com/core#contains_concept,https://www.foom.com/core#concept__three
https://www.foom.com/core#concept__3_sides_of_equal_length,https://www.foom.com/core#is_used_in_definition_of,https://www.foom.com/core#concept__isosceles_triangle
https://www.foom.com/core#concept__3_sides_of_equal_length,http://www.w3.org/2000/01/rdf-schema#label,Concept: 3_sides_of_equal_length
https://www.foom.com/core#concept__3_sides_of_equal_length,http://www.w3.org/2004/02/skos/core#prefLabel,3 sides of equal length
https://www.foom.com/core#concept___thing,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#concept___thing,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#concept
https://www.foom.com/core#concept___thing,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#relation_instance__congruent_x__y_
https://www.foom.com/core#concept___thing,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#relation_instance__equals_x__y_
https://www.foom.com/core#concept___thing,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#relation_type__equals_x__y_
https://www.foom.com/core#concept___thing,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#relation_type__is_part_of_thing__thing_
https://www.foom.com/core#concept___thing,http://www.w3.org/2000/01/rdf-schema#label,Concept:  thing
https://www.foom.com/core#concept___thing,http://www.w3.org/2004/02/skos/core#prefLabel, thing
https://www.foom.com/core#concept__abstract_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#concept__abstract_object,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#concept
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__absurd
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__disjunction
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__four
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__magnitude
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__negation
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__one
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__possible
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__three
https://www.foom.com/core#concept__abstract_object,https://www.foom.com/core#is_super_concept_of,https://www.foom.com/core#concept__two
https://www.foom.com/core#concept__abstract_object,http://www.w3.org/2000/01/rdf-schema#label,Concept: Abstract object
https://www.foom.com/core#concept__abstract_object,http://www.w3.org/2004/02/skos/core#prefLabel,Abstract object
https://www.foom.com/core#concept__absurd,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
https://www.foom.com/core#concept__absurd,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://www.foom.com/core#concept
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#has_concept_type,https://www.foom.com/core#concept_type__object
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#proof_14
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#proof_26
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#proof_27
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#proof_39
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#proof_40
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#proof_6
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_concept_in,https://www.foom.com/core#proof_7
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_sub_concept_of,https://www.foom.com/core#concept__abstract_object
https://www.foom.com/core#concept__absurd,https://www.foom.com/core#is_an_abstract_object,true
https://www.foom.com/core#concept__absurd,http://www.w3.org/2000/01/rdf-schema#label,Concept: Absurd
https://www.foom.com/core#concept__absurd,http://www.w3.org/2000/01/rdf-schema#label,Concept: Impossible
https://www.foom.com/core#concept__absurd,http://www.w3.org/2004/02/skos/core#prefLabel,Absurd
https://www.foom.com/core#concept__absurd,http://www.w3.org/2004/02/skos/core#prefLabel,Impossible
https://www.foom.com/core#concept__acute_angle,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
